ID,Transaction_Limit
510000196907056123,1887.2724512451248
230000197405163102,1821.4641524152419
210000200604183633,1032.7825782578257
34000019640409728X,431.11991199119916
340000197902276285,877.4159335933595
230000199609291754,1999.0037463746378
650000196902289746,2474.8234153415347
410000195802183494,2047.8130213021302
510000198808090448,799.507110711071
620000199701248807,2767.067579757976
140000197804245621,1527.9142394239425
410000197812010422,2688.290075007501
320000197605082886,934.5524452445246
110000195103052769,1426.8611061106112
350000199203306626,410.91425642564263
460000199605090376,508.3930273027303
120000199811280674,3209.162496249625
210000196303202459,1747.0657355735575
330000197203243589,2723.5828982898297
460000198712130615,2242.1454145414546
12000019550705210X,1980.3847584758475
420000198103074630,2403.3172937293725
110000196312142298,1892.4311881188116
44000019591107628X,1308.4475907590759
500000195608244048,3037.6184288428844
620000195011159390,646.5244104410441
370000196108021075,1155.1747654765477
440000195003050092,1121.5524682468244
140000198202056182,951.4669966996701
120000198505263206,2037.4827332733273
320000200005278441,1564.0400000000002
530000198909167591,1632.806918691869
330000199902166999,1742.351705170517
520000195705188184,1945.7890889088906
140000196410108777,1468.6133573357333
360000195309279236,2610.7817551755184
320000200610097059,2355.160435043505
140000196911253155,1679.0022652265225
460000197003279711,1397.0468596859687
51000019511120638X,1398.8968356835685
500000195503299886,1840.6805000500053
500000198008286694,1115.4974297429746
44000019890116655X,1059.2077587758777
220000199804066008,846.4789378937895
610000195308237773,2463.9444204420442
440000200110235301,2351.2360656065603
450000199201037040,676.8988558855887
320000197901305191,1610.9958005800584
530000195206175444,1430.0821942194218
420000197207139211,2593.106822682268
110000196107033172,2472.646284628463
220000197308279398,781.0653915391539
340000196008064451,1517.6254185418543
150000198106031681,2298.298358835884
350000196604062956,1338.4499249924993
350000196005189947,1073.0259025902592
320000197504307548,242.495297529753
500000197706219216,1124.7917491749179
360000198802157746,756.6455445544553
150000196602274886,1141.2409240924092
330000196807096685,2687.3655685568556
22000019860518092X,830.6556015601561
530000197006217303,458.39365236523656
630000197312166739,2164.7338583858386
150000196008088685,2208.528283828383
500000197309129276,2090.3217421742174
310000198812046100,2591.482188218822
410000200103249638,1294.9928652865287
310000195302100046,1434.7746534653468
530000200406163142,1722.805509550955
440000197001206160,1784.5773057305732
340000200008164726,973.1439243924393
440000198312195707,1312.068084808481
110000196801229634,815.1451845184517
520000195603299334,1775.964236423643
23000019970923161X,1435.5887248724873
54000020000706646X,1214.6183978397842
110000196203099374,1207.207890789079
620000198105195687,1029.1708170817083
530000197912105899,722.9326552655267
540000195210269859,2047.1616651665177
210000195305201084,1092.7220022002202
630000199011234477,1530.3587128712873
530000195005088096,1245.822280228023
360000195003184090,2055.4770057005708
310000195811199689,1947.2501450145014
140000200503017654,2248.0267576757674
620000200508147241,1209.5735223522352
420000197308316643,456.2924852485248
340000200204085232,2161.6633103310332
650000195006062952,1088.0652565256526
130000199005243184,1665.488888888889
120000198009026244,864.4555385538553
120000197110121217,2477.990677067707
510000197212175761,1022.6914341434145
430000195308142244,1253.183701370137
320000199402148776,1414.9215721572157
230000199109231050,1584.1507110711068
340000199306080437,1611.641580158016
330000196108073660,1410.3937083708372
610000196805234201,2300.8330593059304
23000019630618937X,1010.5412541254125
540000196802083075,1311.278801880188
460000195701213868,1143.3962976297628
46000019950406016X,1682.9625012501251
510000199312197633,791.1050895089511
540000197711240463,1778.0899479947993
360000196601305205,1732.6780538053804
610000195004264772,3628.690041004101
640000198907316448,3010.793372337234
41000019981014395X,1246.9619581958198
530000195607016938,1538.0329792979298
350000197809292872,2135.185652565257
610000200602192231,1568.9153945394535
540000198504225871,1650.0908010801077
650000196808230684,2032.4591009100916
510000198009041762,1291.9954345434544
130000195605230039,1956.8267226722674
120000196201213024,1992.515679567957
450000196608204214,1411.0762476247626
150000200008104971,1036.7722772277227
650000196404157089,1635.2821782178216
340000196910218849,1380.3399339933992
510000197110140592,1869.859625962596
120000195104106687,2416.160856085609
320000200010248263,1833.8731593159318
120000200406222134,2051.0461386138613
110000197305195564,1533.6502790279028
520000200509229632,1790.1893059305935
530000195102074219,1527.571651165117
500000196812156998,770.1087308730873
360000200206123611,1346.2974777477748
540000199306059328,1298.3464746474647
210000200603098023,4192.170272027202
650000196104301923,2260.2307700770075
420000197501263141,1635.2732143214323
220000195112132707,1231.807699769977
210000195406066678,1525.7752535253528
15000019820908791X,770.2178217821782
230000197206176111,442.02637263726376
520000195707311588,684.0853285328534
420000199209263207,1250.2956545654565
650000197309044726,1962.7327182718268
340000198305172036,762.7378097809782
360000197302145357,1647.6498469846986
650000197703059942,1276.6186698669867
110000199712157740,1222.385094509451
640000196402012175,1656.2070627062706
21000019830813137X,2012.5585318531855
520000195909301695,1049.944794479448
34000020040720107X,1579.0888338833886
430000199203319718,1678.121424142414
450000200203288172,1439.4330833083309
510000195002119631,73.30648064806482
320000195306230384,1152.0802880288031
510000196404122408,2165.5205200520054
130000196605199363,951.983894389439
500000195711263183,845.3103800380039
630000195708034709,1161.7504030403038
360000195812249835,1778.8050805080509
320000196304157376,1865.660913091309
540000198003034399,1861.7353795379543
150000196509178988,1473.532898289829
640000198903128183,1726.8212421242124
370000199208179607,1505.7313771377137
620000197811203977,1285.9937783778378
510000200301198310,852.3973987398739
110000199309132842,1239.7451845184519
140000198704135083,240.4482298229823
130000195009084741,863.3198289828985
520000199901267259,1576.0252585258527
360000195511106929,2703.6358125812585
650000199909244720,4353.25903390339
340000200611232455,1759.649492949295
410000199705276902,1663.6591059105913
430000195406240147,1222.6751635163516
230000200312113928,1642.2856325632563
510000199404150592,1119.935892589259
110000197607077360,1878.2585658565858
350000199209027396,958.0659425942595
430000195512092563,1522.6963586358636
440000199711023392,1788.2516431643166
420000200204065952,1924.052496249625
140000197807244392,1337.5180938093808
520000196408216315,1520.1777777777772
630000199710284609,647.2265346534655
350000198609112026,1035.1683828382838
330000196406172448,1928.2171017101707
350000198404066812,1007.6222022202221
610000200607236053,1725.2354365436547
440000199207087936,2008.4358215821585
140000198203095917,1307.760146014602
440000196102211642,2350.2426962696277
330000198609011184,2869.2354785478547
620000198701245038,1508.5880308030803
340000195903131265,909.8592619261926
140000198410203765,1124.5903990399042
410000196405043580,1981.1069846984701
510000199207263803,1122.9594059405943
610000197702116290,323.1054495449545
150000200210319714,1442.4311111111112
44000019900405662X,808.5224592459244
120000200108014935,1619.858385838584
440000196403209896,1206.2683748374839
370000200206282331,1420.3697959795984
610000199711205753,1724.146867686769
120000199611153267,892.6644444444444
22000019870421155X,1736.826292629263
420000195502285386,1442.0469546954696
540000198603110244,2235.333410341034
500000195302214137,2692.3865376537656
360000200105071744,900.8964596459647
140000200207258752,1392.997299729973
210000199707092544,1804.0969136913695
410000195503082300,1044.9979797979797
110000197205074394,3211.3545754575457
370000195311277346,1133.9650245024502
610000196007301991,987.9433663366336
450000197906047100,1300.8308910891087
420000198312115558,1102.458322832283
44000019531017065X,1182.7952715271526
110000199207282911,2655.1229262926295
220000199112290033,2493.7349854985496
36000019911023563X,922.4480988098811
640000195807028162,1891.9780638063805
210000196003270222,1598.1153465346536
370000198111039638,1409.6426942694272
500000199609249535,1417.1985998599862
640000196703295893,2227.2234043404337
340000199808290004,1235.6035563556356
130000199602201580,1246.2477587758776
120000198503256934,1109.7662466246625
520000200008179892,141.64123612361237
540000197311195106,1384.3563036303628
330000198306183798,2294.19903990399
37000019560330975X,648.2027002700272
23000019861223203X,1527.7864356435643
440000200607074128,633.2740684068407
620000197806211358,923.1991279127914
370000198109202344,519.9826282628263
520000196109101024,1408.0018761876192
500000199907013571,1768.9788558855887
620000198301306225,1599.8472947294727
630000198808171237,1869.9538713871386
410000196305243198,1300.5279167916792
330000200605179430,769.5982638263828
52000019540326978X,1339.1044554455448
510000195506085201,679.4826402640265
450000198010025122,883.8850405040505
510000196701093703,971.8092929292931
51000019890722312X,2224.1693449344934
340000198111068433,1325.7333483348332
140000199006073035,905.7631113111312
330000198308085251,1361.026222622262
150000200408283665,1661.4436243624366
610000198212111715,2165.8539153915394
120000197211089236,2261.0686588658873
530000200312264743,489.9322532253226
52000019910728086X,735.6523582358236
460000196710223624,1937.4383438343837
640000196805225175,664.6543474347435
110000199311089038,1801.2402480248024
650000199901205954,1040.005588558856
370000197703190679,2796.0682918291827
500000198210269732,1756.4102970297026
53000019961020521X,3087.3121052105207
12000019550511758X,1431.3933233323332
230000199907017171,680.6016851685168
510000200501077185,1375.9864386438644
620000200604219954,1126.6014551455146
230000195303217991,892.9572457245725
130000195408183608,835.0076057605761
520000197712208787,1053.4984498449844
410000198405201314,1280.9743804380441
520000200207061459,1526.014601460146
110000197306029779,1018.7878087808782
360000198004139359,2440.216045604561
360000195902121085,371.20180018001804
610000198503100733,2382.6125262526252
110000196302075634,1172.0390139013903
420000197508312321,1584.3455065506553
150000199506125833,1581.5659545954595
120000197605086863,868.7787978797878
43000019810827756X,2823.126084608461
340000197709085487,1028.721218121812
530000199206063918,119.74660666066605
530000198206282681,1115.2626312631262
350000198902220245,909.4166906690668
150000199110112251,1412.448892889289
320000197108228231,1275.779192919292
370000197002021258,2658.0857065706573
370000196305308956,1131.3549674967496
120000198108138612,1958.6396239623966
430000195710280151,1703.7568316831687
53000019590504737X,763.1994699469948
22000019591107972X,266.57460846084615
630000199508093913,937.6397119711971
220000198504147602,2103.6964166416647
210000197208054528,854.3082628262827
440000197609230433,2001.7581758175822
140000195312103986,1637.674086408641
630000197709280548,1531.192499249925
460000197605070464,1738.129914991499
650000196801200327,1244.620899089909
320000198805052635,810.3045024502452
140000198006117857,1788.25098109811
360000199707023226,2138.040396039604
14000019631224832X,1002.8857525752576
540000195912224997,2020.5390779077911
220000196211294968,1083.9992259225924
220000195712300997,432.21854685468554
22000019510325020X,2347.972125212521
210000197301221271,2699.0323492349235
330000195504224200,2306.906698669867
230000197812283961,343.1925082508251
320000195706082165,660.117389738974
650000195708248583,1937.7151375137514
460000196109023576,1532.8796219621963
